state_code,county_code,site_number,latitude,longitude,parameter_code,validity_indicator,parameter,sample_duration,arithmetic_mean,units_of_measure,date_local,aqi
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,19.0,Micrograms/cubic meter (25 C),1992-06-09,18
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,27.0,Micrograms/cubic meter (25 C),1992-06-11,25
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,34.0,Micrograms/cubic meter (25 C),1992-06-13,31
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,23.0,Micrograms/cubic meter (25 C),1992-06-15,21
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,32.0,Micrograms/cubic meter (25 C),1992-06-17,30
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,19.0,Micrograms/cubic meter (25 C),1992-06-19,18
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,9.0,Micrograms/cubic meter (25 C),1992-06-21,8
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,23.0,Micrograms/cubic meter (25 C),1992-06-23,21
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,24.0,Micrograms/cubic meter (25 C),1992-06-25,22
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,12.0,Micrograms/cubic meter (25 C),1992-06-27,11
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,28.0,Micrograms/cubic meter (25 C),1992-06-29,26
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,51.0,Micrograms/cubic meter (25 C),1992-07-01,47
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,10.0,Micrograms/cubic meter (25 C),1992-07-03,9
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,10.0,Micrograms/cubic meter (25 C),1992-07-05,9
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,22.0,Micrograms/cubic meter (25 C),1992-07-07,20
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,15.0,Micrograms/cubic meter (25 C),1992-07-09,14
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,18.0,Micrograms/cubic meter (25 C),1992-07-11,17
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,12.0,Micrograms/cubic meter (25 C),1992-07-13,11
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,18.0,Micrograms/cubic meter (25 C),1992-07-15,17
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,13.0,Micrograms/cubic meter (25 C),1992-07-17,12
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,16.0,Micrograms/cubic meter (25 C),1992-07-19,15
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,11.0,Micrograms/cubic meter (25 C),1992-07-21,10
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,15.0,Micrograms/cubic meter (25 C),1992-07-23,14
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,42.0,Micrograms/cubic meter (25 C),1992-07-25,39
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,14.0,Micrograms/cubic meter (25 C),1992-07-27,13
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,14.0,Micrograms/cubic meter (25 C),1992-07-29,13
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,19.0,Micrograms/cubic meter (25 C),1992-07-31,18
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,24.0,Micrograms/cubic meter (25 C),1992-08-02,22
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,9.0,Micrograms/cubic meter (25 C),1992-08-04,8
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,27.0,Micrograms/cubic meter (25 C),1992-08-06,25
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,22.0,Micrograms/cubic meter (25 C),1992-08-08,20
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,17.0,Micrograms/cubic meter (25 C),1992-08-10,16
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,15.0,Micrograms/cubic meter (25 C),1992-08-12,14
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,16.0,Micrograms/cubic meter (25 C),1992-08-14,15
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,19.0,Micrograms/cubic meter (25 C),1992-08-16,18
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,22.0,Micrograms/cubic meter (25 C),1992-08-18,20
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,22.0,Micrograms/cubic meter (25 C),1992-08-20,20
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,38.0,Micrograms/cubic meter (25 C),1992-08-22,35
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,49.0,Micrograms/cubic meter (25 C),1992-08-24,45
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,12.0,Micrograms/cubic meter (25 C),1992-08-26,11
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,12.0,Micrograms/cubic meter (25 C),1992-08-28,11
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,17.0,Micrograms/cubic meter (25 C),1992-08-30,16
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,21.0,Micrograms/cubic meter (25 C),1992-09-01,19
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,19.0,Micrograms/cubic meter (25 C),1992-09-03,18
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,31.0,Micrograms/cubic meter (25 C),1992-09-05,29
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,26.0,Micrograms/cubic meter (25 C),1992-09-07,24
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,13.0,Micrograms/cubic meter (25 C),1992-09-09,12
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,15.0,Micrograms/cubic meter (25 C),1992-09-11,14
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,33.0,Micrograms/cubic meter (25 C),1992-09-13,31
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,35.0,Micrograms/cubic meter (25 C),1992-09-15,32
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,33.0,Micrograms/cubic meter (25 C),1992-09-17,31
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,12.0,Micrograms/cubic meter (25 C),1992-09-19,11
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,20.0,Micrograms/cubic meter (25 C),1992-09-21,19
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,18.0,Micrograms/cubic meter (25 C),1992-09-23,17
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,33.0,Micrograms/cubic meter (25 C),1992-09-25,31
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,14.0,Micrograms/cubic meter (25 C),1992-09-27,13
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,20.0,Micrograms/cubic meter (25 C),1992-09-29,19
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,54.0,Micrograms/cubic meter (25 C),1992-10-01,50
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,31.0,Micrograms/cubic meter (25 C),1992-10-03,29
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,17.0,Micrograms/cubic meter (25 C),1992-10-05,16
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,40.0,Micrograms/cubic meter (25 C),1992-10-07,37
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,14.0,Micrograms/cubic meter (25 C),1992-10-09,13
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,15.0,Micrograms/cubic meter (25 C),1992-10-11,14
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,18.0,Micrograms/cubic meter (25 C),1992-10-13,17
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,13.0,Micrograms/cubic meter (25 C),1992-10-15,12
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,18.0,Micrograms/cubic meter (25 C),1992-10-17,17
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,20.0,Micrograms/cubic meter (25 C),1992-10-19,19
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,32.0,Micrograms/cubic meter (25 C),1992-10-21,30
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,35.0,Micrograms/cubic meter (25 C),1992-10-23,32
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,38.0,Micrograms/cubic meter (25 C),1992-10-25,35
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,16.0,Micrograms/cubic meter (25 C),1992-10-27,15
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,15.0,Micrograms/cubic meter (25 C),1992-10-29,14
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,26.0,Micrograms/cubic meter (25 C),1992-10-31,24
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,25.0,Micrograms/cubic meter (25 C),1992-05-12,23
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,17.0,Micrograms/cubic meter (25 C),1992-05-18,16
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,8.0,Micrograms/cubic meter (25 C),1992-05-24,7
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,30.0,Micrograms/cubic meter (25 C),1992-05-30,28
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,42.0,Micrograms/cubic meter (25 C),1992-06-05,39
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,36.0,Micrograms/cubic meter (25 C),1992-06-11,33
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,26.0,Micrograms/cubic meter (25 C),1992-06-17,24
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,27.0,Micrograms/cubic meter (25 C),1992-06-23,25
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,32.0,Micrograms/cubic meter (25 C),1992-06-29,30
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,10.0,Micrograms/cubic meter (25 C),1992-07-05,9
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,20.0,Micrograms/cubic meter (25 C),1992-07-11,19
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,20.0,Micrograms/cubic meter (25 C),1992-07-17,19
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,17.0,Micrograms/cubic meter (25 C),1992-07-23,16
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,17.0,Micrograms/cubic meter (25 C),1992-07-29,16
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,11.0,Micrograms/cubic meter (25 C),1992-08-04,10
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,22.0,Micrograms/cubic meter (25 C),1992-08-10,20
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,21.0,Micrograms/cubic meter (25 C),1992-08-16,19
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,38.0,Micrograms/cubic meter (25 C),1992-08-22,35
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,16.0,Micrograms/cubic meter (25 C),1992-08-28,15
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,31.0,Micrograms/cubic meter (25 C),1992-09-03,29
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,15.0,Micrograms/cubic meter (25 C),1992-09-09,14
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,33.0,Micrograms/cubic meter (25 C),1992-09-15,31
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,23.0,Micrograms/cubic meter (25 C),1992-09-21,21
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,13.0,Micrograms/cubic meter (25 C),1992-09-27,12
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,29.0,Micrograms/cubic meter (25 C),1992-10-03,27
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,14.0,Micrograms/cubic meter (25 C),1992-10-09,13
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,11.0,Micrograms/cubic meter (25 C),1992-10-15,10
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,30.0,Micrograms/cubic meter (25 C),1992-10-21,28
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,23.0,Micrograms/cubic meter (25 C),1992-10-27,21
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,23.0,Micrograms/cubic meter (25 C),1993-05-01,21
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,25.0,Micrograms/cubic meter (25 C),1993-05-03,23
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,18.0,Micrograms/cubic meter (25 C),1993-05-05,17
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,31.0,Micrograms/cubic meter (25 C),1993-05-07,29
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,38.0,Micrograms/cubic meter (25 C),1993-05-09,35
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,23.0,Micrograms/cubic meter (25 C),1993-05-11,21
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,13.0,Micrograms/cubic meter (25 C),1993-05-13,12
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,24.0,Micrograms/cubic meter (25 C),1993-05-15,22
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,21.0,Micrograms/cubic meter (25 C),1993-05-17,19
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,10.0,Micrograms/cubic meter (25 C),1993-05-19,9
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,20.0,Micrograms/cubic meter (25 C),1993-05-21,19
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,26.0,Micrograms/cubic meter (25 C),1993-05-23,24
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,12.0,Micrograms/cubic meter (25 C),1993-05-25,11
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,26.0,Micrograms/cubic meter (25 C),1993-05-27,24
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,9.0,Micrograms/cubic meter (25 C),1993-05-29,8
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,9.0,Micrograms/cubic meter (25 C),1993-05-31,8
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,16.0,Micrograms/cubic meter (25 C),1993-06-02,15
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,10.0,Micrograms/cubic meter (25 C),1993-06-04,9
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,17.0,Micrograms/cubic meter (25 C),1993-06-06,16
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,15.0,Micrograms/cubic meter (25 C),1993-06-10,14
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,22.0,Micrograms/cubic meter (25 C),1993-06-12,20
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,10.0,Micrograms/cubic meter (25 C),1993-06-25,9
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,13.0,Micrograms/cubic meter (25 C),1993-06-27,12
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,21.0,Micrograms/cubic meter (25 C),1993-06-30,19
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,14.0,Micrograms/cubic meter (25 C),1993-07-06,13
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,12.0,Micrograms/cubic meter (25 C),1993-07-12,11
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,23.0,Micrograms/cubic meter (25 C),1993-07-18,21
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,35.0,Micrograms/cubic meter (25 C),1993-07-24,32
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,11.0,Micrograms/cubic meter (25 C),1993-07-30,10
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,23.0,Micrograms/cubic meter (25 C),1993-08-11,21
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,50.0,Micrograms/cubic meter (25 C),1993-08-13,46
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,31.0,Micrograms/cubic meter (25 C),1993-08-17,29
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,21.0,Micrograms/cubic meter (25 C),1993-08-23,19
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,11.0,Micrograms/cubic meter (25 C),1993-08-29,10
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,13.0,Micrograms/cubic meter (25 C),1993-09-04,12
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,9.0,Micrograms/cubic meter (25 C),1993-09-10,8
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,13.0,Micrograms/cubic meter (25 C),1993-09-16,12
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,22.0,Micrograms/cubic meter (25 C),1993-09-22,20
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,10.0,Micrograms/cubic meter (25 C),1993-09-28,9
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,11.0,Micrograms/cubic meter (25 C),1993-10-04,10
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,8.0,Micrograms/cubic meter (25 C),1993-10-10,7
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,24.0,Micrograms/cubic meter (25 C),1993-10-16,22
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,13.0,Micrograms/cubic meter (25 C),1993-10-22,12
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,19.0,Micrograms/cubic meter (25 C),1993-10-28,18
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,24.0,Micrograms/cubic meter (25 C),1993-05-01,22
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,12.0,Micrograms/cubic meter (25 C),1993-05-13,11
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,12.0,Micrograms/cubic meter (25 C),1993-05-19,11
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,24.0,Micrograms/cubic meter (25 C),1993-05-25,22
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,10.0,Micrograms/cubic meter (25 C),1993-05-31,9
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,18.0,Micrograms/cubic meter (25 C),1993-06-06,17
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,26.0,Micrograms/cubic meter (25 C),1993-06-12,24
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,24.0,Micrograms/cubic meter (25 C),1993-06-18,22
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,21.0,Micrograms/cubic meter (25 C),1993-06-30,19
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,33.0,Micrograms/cubic meter (25 C),1993-07-02,31
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,13.0,Micrograms/cubic meter (25 C),1993-07-06,12
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,24.0,Micrograms/cubic meter (25 C),1993-07-12,22
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,22.0,Micrograms/cubic meter (25 C),1993-07-18,20
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,36.0,Micrograms/cubic meter (25 C),1993-07-24,33
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,26.0,Micrograms/cubic meter (25 C),1993-07-30,24
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,16.0,Micrograms/cubic meter (25 C),1993-08-05,15
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,37.0,Micrograms/cubic meter (25 C),1993-08-11,34
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,32.0,Micrograms/cubic meter (25 C),1993-08-17,30
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,23.0,Micrograms/cubic meter (25 C),1993-08-23,21
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,14.0,Micrograms/cubic meter (25 C),1993-08-29,13
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,15.0,Micrograms/cubic meter (25 C),1993-09-04,14
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,85.0,Micrograms/cubic meter (25 C),1993-09-10,66
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,13.0,Micrograms/cubic meter (25 C),1993-09-16,12
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,22.0,Micrograms/cubic meter (25 C),1993-09-22,20
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,27.0,Micrograms/cubic meter (25 C),1993-09-28,25
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,40.0,Micrograms/cubic meter (25 C),1993-10-04,37
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,10.0,Micrograms/cubic meter (25 C),1993-10-10,9
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,30.0,Micrograms/cubic meter (25 C),1993-10-16,28
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,17.0,Micrograms/cubic meter (25 C),1993-10-22,16
55,025,0037,43.043054,-89.248727,81102,Y,PM10 Total 0-10um STP,24 HOUR,21.0,Micrograms/cubic meter (25 C),1993-10-28,19
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,20.0,Micrograms/cubic meter (25 C),1994-05-02,19
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,14.0,Micrograms/cubic meter (25 C),1994-05-08,13
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,28.0,Micrograms/cubic meter (25 C),1994-05-14,26
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,27.0,Micrograms/cubic meter (25 C),1994-05-20,25
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,8.0,Micrograms/cubic meter (25 C),1994-05-26,7
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,12.0,Micrograms/cubic meter (25 C),1994-06-01,11
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,18.0,Micrograms/cubic meter (25 C),1994-06-07,17
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,13.0,Micrograms/cubic meter (25 C),1994-06-13,12
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,26.0,Micrograms/cubic meter (25 C),1994-06-19,24
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,15.0,Micrograms/cubic meter (25 C),1994-06-25,14
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,17.0,Micrograms/cubic meter (25 C),1994-07-01,16
55,025,0025,43.08194,-89.376786,81102,Y,PM10 Total 0-10um STP,24 HOUR,20.0,Micrograms/cubic meter (25 C),1994-07-07,19
